Date,Description,Category,Amount,Transaction Type
2025-02-09,McDonald's Meal,Food,393.23,Expense
2024-08-10,Steam Game Purchase,Entertainment,2696.0,Expense
2026-05-29,McDonald's Meal,Food,323.53,Expense
2026-02-02,Uber Ride,Transportation,318.0,Expense
2025-03-29,UberEats Delivery,Food,1089.47,Expense
2025-09-19,Uber Ride,Transportation,363.0,Expense
2024-10-22,Starbucks Coffee,Food,312.08,Expense
2026-05-24,Starbucks Coffee,Food,276.41,Expense
2025-05-25,Spotify Premium,Entertainment,119.0,Expense
2024-09-02,Local Grocery Store,Food,3706.37,Expense
2025-02-11,Metro Card Topup,Transportation,495.0,Expense
2025-05-15,Amazon Purchase,Shopping,2119.0,Expense
2025-11-09,Nike Shoes,Shopping,4691.0,Expense
2025-05-17,Spotify Premium,Entertainment,119.0,Expense
2026-06-10,Starbucks Coffee,Food,458.27,Expense
2024-08-20,Fine Dining,Food,3827.93,Expense
2025-10-05,Fiber Internet Bill,Utilities,893.0,Expense
2026-01-23,UberEats Delivery,Food,1296.1,Expense
2026-06-09,Steam Game Purchase,Entertainment,2908.0,Expense
2025-08-06,Car Service,Transportation,3380.0,Expense
2025-03-27,Fine Dining,Food,2021.9,Expense
2026-02-07,Fine Dining,Food,2264.35,Expense
2026-06-13,Metro Card Topup,Transportation,339.0,Expense
2026-02-09,Fine Dining,Food,4867.73,Expense
2026-02-08,Electronics Store,Shopping,17576.0,Expense
2024-07-04,Metro Card Topup,Transportation,376.0,Expense
2025-02-09,Mobile Phone Bill,Utilities,595.0,Expense
2024-12-09,Mobile Phone Bill,Utilities,421.0,Expense
2025-04-27,Amazon Purchase,Shopping,3040.0,Expense
2024-07-26,Car Service,Transportation,5172.0,Expense
2025-09-28,Steam Game Purchase,Entertainment,1452.0,Expense
2024-10-05,Starbucks Coffee,Food,218.22,Expense
2025-02-11,Fine Dining,Food,2808.09,Expense
2025-05-04,Electronics Store,Shopping,14250.0,Expense
2025-09-24,Metro Card Topup,Transportation,285.0,Expense
2024-11-24,Electronics Store,Shopping,15763.0,Expense
2026-01-16,Gas Station,Transportation,2753.0,Expense
2025-02-17,Fine Dining,Food,2501.35,Expense
2025-07-01,Zara Clothing,Shopping,1665.0,Expense
2026-04-07,Steam Game Purchase,Entertainment,1510.0,Expense
2026-03-27,Electronics Store,Shopping,7645.0,Expense
2025-04-20,Zara Clothing,Shopping,1910.0,Expense
2026-05-29,Gas Station,Transportation,2193.0,Expense
2025-06-26,Local Grocery Store,Food,1686.14,Expense
2025-07-01,Metro Card Topup,Transportation,296.0,Expense
2025-11-02,Steam Game Purchase,Entertainment,1767.0,Expense
2026-04-17,Local Grocery Store,Food,3701.03,Expense
2025-10-01,Netflix Premium,Entertainment,649.0,Expense
2026-06-28,Zara Clothing,Shopping,4824.0,Expense
2024-10-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-10-30,Local Grocery Store,Food,2746.36,Expense
2026-02-09,Uber Ride,Transportation,478.0,Expense
2024-11-21,Starbucks Coffee,Food,391.17,Expense
2026-02-01,Salary Credit,Income,65000.0,Income
2024-12-26,Nike Shoes,Shopping,8403.2,Expense
2026-06-01,Salary Credit,Income,65000.0,Income
2024-07-08,Fine Dining,Food,4492.45,Expense
2025-04-02,Gas Station,Transportation,2098.0,Expense
2024-12-22,Metro Card Topup,Transportation,563.0,Expense
2025-08-18,Local Grocery Store,Food,3754.71,Expense
2025-05-20,Starbucks Coffee,Food,367.9,Expense
2026-04-15,Fine Dining,Food,4975.64,Expense
Not a Date,Movie Night,Entertainment,350.0,Expense
2025-12-16,Amazon Purchase,Shopping,3673.8,Expense
2025-11-02,UberEats Delivery,Food,1030.05,Expense
2024-11-03,Local Grocery Store,Food,2803.2,Expense
2024-10-12,Steam Game Purchase,Entertainment,1524.0,Expense
2026-01-09,Mobile Phone Bill,Utilities,564.0,Expense
2024-08-28,Starbucks Coffee,Food,373.4,Expense
2025-09-25,McDonald's Meal,Food,564.91,Expense
2025-08-08,Gas Station,Transportation,2996.0,Expense
2025-04-05,Spotify Premium,Entertainment,119.0,Expense
2025-08-12,Gas Station,Transportation,2531.0,Expense
2024-07-13,Nike Shoes,Shopping,6977.0,Expense
2025-01-05,Electronics Store,Shopping,6676.0,Expense
2025-07-30,Fine Dining,Food,4334.65,Expense
2026-05-23,Spotify Premium,Entertainment,119.0,Expense
2026-05-20,Starbucks Coffee,Food,227.13,Expense
2025-05-23,Spotify Premium,Entertainment,119.0,Expense
2026-03-27,Fine Dining,Food,3436.03,Expense
2024-12-28,Metro Card Topup,Transportation,533.0,Expense
2025-02-21,Car Service,Transportation,5418.0,Expense
2025-03-13,Starbucks Coffee,Food,230.47,Expense
2024-11-01,Fine Dining,Food,4527.61,Expense
2025-11-04,Zara Clothing,Shopping,4940.0,Expense
2024-10-26,Spotify Premium,Entertainment,119.0,Expense
2026-06-07,Steam Game Purchase,Entertainment,1913.0,Expense
2025-12-18,Nike Shoes,Shopping,6480.5,Expense
2026-06-22,McDonald's Meal,Food,424.82,Expense
2026-02-25,Investment Yield,Income,3368.0,Income
2024-08-23,McDonald's Meal,Food,330.56,Expense
2025-12-17,Metro Card Topup,Transportation,539.0,Expense
2025-07-06,Concert Ticket,Entertainment,3899.0,Expense
2025-12-12,UberEats Delivery,Food,923.55,Expense
2024-09-30,Zara Clothing,Shopping,5282.0,Expense
2026-04-06,Local Grocery Store,Food,4157.91,Expense
2025/13/45,Weekend Getaway,Travel,4500.0,Expense
2025-09-05,Fiber Internet Bill,Utilities,958.0,Expense
2025-05-06,Steam Game Purchase,Entertainment,597.0,Expense
2025-07-11,UberEats Delivery,Food,853.03,Expense
2026-03-17,Local Grocery Store,Food,4347.03,Expense
2025-03-22,Local Grocery Store,Food,2954.0,Expense
2025-04-29,Local Grocery Store,Food,3549.39,Expense
2025-09-06,Local Grocery Store,Food,2172.09,Expense
2025-04-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-06-01,Uber Ride,Transportation,462.0,Expense
2026-04-25,Gas Station,Transportation,3218.0,Expense
2025-09-07,Electricity Bill,Utilities,1929.0,Expense
2024-09-03,Electronics Store,Shopping,21062.0,Expense
2025-08-09,Mobile Phone Bill,Utilities,546.0,Expense
2025-09-21,Cinema Movie Ticket,Entertainment,756.0,Expense
2024-09-07,Gas Station,Transportation,2226.0,Expense
2025-06-14,Spotify Premium,Entertainment,119.0,Expense
2025-06-02,Local Grocery Store,Food,2406.41,Expense
2025-01-15,UberEats Delivery,Food,750.33,Expense
2024-11-25,Fine Dining,Food,1938.85,Expense
2025-06-14,Car Service,Transportation,4416.0,Expense
2025-11-14,Electronics Store,Shopping,15227.0,Expense
2025-09-17,McDonald's Meal,Food,482.23,Expense
2025-10-07,UberEats Delivery,Food,833.4,Expense
2024-07-29,McDonald's Meal,Food,286.64,Expense
2026-04-01,Car Service,Transportation,3354.0,Expense
2025-12-10,Starbucks Coffee,Food,476.56,Expense
2025-10-19,McDonald's Meal,Food,598.19,Expense
2025-08-22,Local Grocery Store,Food,3956.24,Expense
2024-07-01,Netflix Premium,Entertainment,649.0,Expense
2025-12-15,Fine Dining,Food,2625.75,Expense
2024-11-23,Car Service,Transportation,5327.0,Expense
2026-02-08,Fine Dining,Food,3578.13,Expense
2026-05-08,Gas Station,Transportation,1558.0,Expense
2025-02-27,UberEats Delivery,Food,503.77,Expense
2025-12-14,Cinema Movie Ticket,Entertainment,456.0,Expense
2025-09-26,Fine Dining,Food,4323.42,Expense
2026-04-26,Metro Card Topup,Transportation,389.0,Expense
2024-12-08,Cinema Movie Ticket,Entertainment,695.0,Expense
2026-02-03,Metro Card Topup,Transportation,301.0,Expense
2024-12-14,Uber Ride,Transportation,140.0,Expense
2024-09-28,Nike Shoes,Shopping,5249.0,Expense
2025-05-03,Cinema Movie Ticket,Entertainment,592.0,Expense
2024-08-01,Salary Credit,Income,55000.0,Income
2026-02-02,Starbucks Coffee,Food,228.35,Expense
2025-07-24,Starbucks Coffee,Food,367.11,Expense
2025-09-23,Car Service,Transportation,6945.0,Expense
2025-03-11,Fine Dining,Food,2308.06,Expense
2025-12-01,Netflix Premium,Entertainment,649.0,Expense
2025-06-13,Starbucks Coffee,Food,377.1,Expense
2025-02-01,Fine Dining,Food,4933.74,Expense
2025-04-01,Netflix Premium,Entertainment,649.0,Expense
2024-12-19,UberEats Delivery,Food,746.33,Expense
2024-07-11,Fine Dining,Food,2581.29,Expense
2025-07-05,Fiber Internet Bill,Utilities,870.0,Expense
2024-07-20,Amazon Purchase,Shopping,7542.0,Expense
2025-11-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-09-20,Amazon Purchase,Shopping,4444.0,Expense
2026-04-28,Starbucks Coffee,Food,487.71,Expense
2025-02-04,Concert Ticket,Entertainment,4868.0,Expense
2025-11-09,Local Grocery Store,Food,2607.14,Expense
2025-04-16,Hotel Accommodation,Travel,5276.0,Expense
2025-08-09,UberEats Delivery,Food,896.74,Expense
2026-01-16,UberEats Delivery,Food,1045.59,Expense
2024-11-16,Gas Station,Transportation,1656.0,Expense
2025-08-30,Cinema Movie Ticket,Entertainment,327.0,Expense
2025-03-23,Zara Clothing,Shopping,4053.0,Expense
2024-10-01,Salary Credit,Income,55000.0,Income
2025-11-28,Spotify Premium,Entertainment,119.0,Expense
2025-10-01,Gas Station,Transportation,2346.0,Expense
2025-05-31,Fine Dining,Food,2995.37,Expense
2025-07-07,Electricity Bill,Utilities,3111.0,Expense
2025-05-02,Starbucks Coffee,Food,282.67,Expense
2026-06-08,McDonald's Meal,Food,430.62,Expense
2024-07-09,Starbucks Coffee,Food,267.44,Expense
2024-09-13,Starbucks Coffee,Food,179.69,Expense
2025-11-11,Uber Ride,Transportation,352.0,Expense
2025-12-04,Uber Ride,Transportation,335.0,Expense
2026-06-30,Starbucks Coffee,Food,333.44,Expense
2024-10-20,Starbucks Coffee,Food,291.5,Expense
2025-12-10,Uber Ride,Transportation,304.0,Expense
2026-06-27,Fine Dining,Food,1886.95,Expense
2025-05-19,UberEats Delivery,Food,575.73,Expense
2024-10-13,Electronics Store,Shopping,23740.0,Expense
2024-12-07,Fine Dining,Food,3849.8,Expense
2025-03-26,Starbucks Coffee,Food,264.82,Expense
2026-04-01,Amazon Purchase,Shopping,4902.0,Expense
2026-03-16,Fine Dining,Food,3350.2,Expense
2026-03-04,Local Grocery Store,Food,2894.91,Expense
2025-04-03,UberEats Delivery,Food,1016.56,Expense
2026-01-18,Cinema Movie Ticket,Entertainment,538.0,Expense
2025-03-14,Gas Station,Transportation,2481.0,Expense
2024-10-09,Mobile Phone Bill,Utilities,520.0,Expense
2024-07-08,Car Service,Transportation,6108.0,Expense
2026-01-21,Local Grocery Store,Food,2901.75,Expense
2025-04-21,Gas Station,Transportation,2007.0,Expense
2025-06-17,Starbucks Coffee,Food,482.46,Expense
2026-03-09,Mobile Phone Bill,Utilities,597.0,Expense
2025-12-24,McDonald's Meal,Food,355.57,Expense
2026-03-16,Metro Card Topup,Transportation,405.0,Expense
2025-11-28,Starbucks Coffee,Food,205.68,Expense
2026-06-07,Electricity Bill,Utilities,3086.0,Expense
2024-12-07,Electricity Bill,Utilities,2383.0,Expense
2025-09-02,Gas Station,Transportation,2592.0,Expense
2024-11-05,Metro Card Topup,Transportation,507.0,Expense
2024-07-14,Concert Ticket,Entertainment,5980.0,Expense
2025-02-24,Gas Station,Transportation,1639.0,Expense
2026-06-21,Steam Game Purchase,Entertainment,1988.0,Expense
2024-11-09,Amazon Purchase,Shopping,1251.0,Expense
2024-07-21,Fine Dining,Food,3875.86,Expense
2025-08-04,Local Grocery Store,Food,2871.59,Expense
2026-01-05,UberEats Delivery,Food,814.06,Expense
2025-03-10,Car Service,Transportation,6176.0,Expense
2026-03-29,Starbucks Coffee,Food,343.73,Expense
2024-12-05,Starbucks Coffee,Food,179.61,Expense
2025-07-01,Netflix Premium,Entertainment,649.0,Expense
2026-05-13,Fine Dining,Food,3351.4,Expense
2025-06-04,Starbucks Coffee,Food,320.84,Expense
2026-04-03,Car Service,Transportation,4638.0,Expense
2026-03-12,Electronics Store,Shopping,13486.0,Expense
2026-05-05,Car Service,Transportation,3724.0,Expense
2025-09-05,Metro Card Topup,Transportation,308.0,Expense
2024-10-01,Fine Dining,Food,2131.55,Expense
2025-11-26,Fine Dining,Food,4908.02,Expense
2025-09-16,Local Grocery Store,Food,1769.31,Expense
2026-03-26,UberEats Delivery,Food,646.4,Expense
2025-10-19,Car Service,Transportation,6918.0,Expense
2025-11-06,McDonald's Meal,Food,446.03,Expense
2024-09-29,Gas Station,Transportation,2136.0,Expense
2026-05-10,Electronics Store,Shopping,9439.0,Expense
2025-04-07,Electricity Bill,Utilities,2792.0,Expense
2026-02-22,McDonald's Meal,Food,551.64,Expense
2026-03-16,Amazon Purchase,Shopping,3492.0,Expense
2024-08-30,Starbucks Coffee,Food,172.1,Expense
2025-05-09,Electronics Store,Shopping,7452.0,Expense
2026-04-21,Fine Dining,Food,2316.24,Expense
2026-02-27,Fine Dining,Food,5089.58,Expense
2024-08-09,Mobile Phone Bill,Utilities,559.0,Expense
2024-09-29,Fine Dining,Food,4861.27,Expense
2025-02-02,Car Service,Transportation,3952.0,Expense
2026-06-20,Nike Shoes,Shopping,5697.0,Expense
2024-10-28,Nike Shoes,Shopping,3214.0,Expense
2026-06-03,Steam Game Purchase,Entertainment,987.0,Expense
2026-02-13,UberEats Delivery,Food,1273.07,Expense
2024-07-02,McDonald's Meal,Food,508.1,Expense
2025-12-20,Local Grocery Store,Food,2947.96,Expense
2026-01-15,UberEats Delivery,Food,523.26,Expense
2025-03-01,Nike Shoes,Shopping,5317.0,Expense
2024-11-19,Metro Card Topup,Transportation,502.0,Expense
2025-10-31,Local Grocery Store,Food,3964.65,Expense
2026-04-11,UberEats Delivery,Food,1115.22,Expense
2025-10-20,Spotify Premium,Entertainment,119.0,Expense
2026-06-01,Starbucks Coffee,Food,210.47,Expense
2025-05-30,Local Grocery Store,Food,2570.63,Expense
2025-01-01,Salary Credit,Income,60000.0,Income
2026-04-09,Mobile Phone Bill,Utilities,493.0,Expense
2024-11-23,Starbucks Coffee,Food,327.47,Expense
2024-09-28,Concert Ticket,Entertainment,3794.0,Expense
2025-03-12,Uber Ride,Transportation,284.0,Expense
2025-06-04,Metro Card Topup,Transportation,253.0,Expense
2025-10-27,Fine Dining,Food,2433.73,Expense
2026-06-09,Mobile Phone Bill,Utilities,434.0,Expense
2025-04-23,Cinema Movie Ticket,Entertainment,484.0,Expense
2025-11-11,Electronics Store,Shopping,15209.0,Expense
2025-03-23,Local Grocery Store,Food,3061.07,Expense
2026-05-02,UberEats Delivery,Food,824.81,Expense
2026-03-12,UberEats Delivery,Food,702.24,Expense
2024-09-27,Car Service,Transportation,7215.0,Expense
2025-02-02,Fine Dining,Food,2206.78,Expense
2025-11-25,Investment Yield,Income,1784.0,Income
2026-05-31,Car Service,Transportation,6969.0,Expense
2025-06-18,Starbucks Coffee,Food,218.76,Expense
2025-03-08,UberEats Delivery,Food,1185.95,Expense
2024-10-16,Concert Ticket,Entertainment,4999.0,Expense
2026-03-05,Fiber Internet Bill,Utilities,992.0,Expense
2025-05-21,UberEats Delivery,Food,721.0,Expense
2024-09-25,Investment Yield,Income,3600.0,Income
2025-08-05,Car Service,Transportation,3876.0,Expense
2025-12-05,Local Grocery Store,Food,1745.04,Expense
2024-10-23,Fine Dining,Food,3291.33,Expense
2025-10-23,Fine Dining,Food,4733.11,Expense
2024-11-30,Metro Card Topup,Transportation,226.0,Expense
2024-12-03,Metro Card Topup,Transportation,441.0,Expense
2026-05-05,Nike Shoes,Shopping,4697.0,Expense
2025-02-01,Car Service,Transportation,7326.0,Expense
2024-09-08,Electronics Store,Shopping,21083.0,Expense
2026-04-01,Netflix Premium,Entertainment,649.0,Expense
2024-10-26,Local Grocery Store,Food,2249.82,Expense
2025-09-25,Investment Yield,Income,1541.0,Income
2024-11-16,Amazon Purchase,Shopping,4846.0,Expense
2026-06-06,Car Service,Transportation,5889.0,Expense
2026-06-05,Fiber Internet Bill,Utilities,859.0,Expense
2026-03-01,Nike Shoes,Shopping,3222.0,Expense
2025-01-26,McDonald's Meal,Food,504.79,Expense
2025-10-02,Local Grocery Store,Food,3901.59,Expense
2024-11-02,Fine Dining,Food,4565.43,Expense
2025-06-04,Zara Clothing,Shopping,4275.0,Expense
2024-07-05,Fiber Internet Bill,Utilities,963.0,Expense
2024-09-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-07-08,Starbucks Coffee,Food,244.35,Expense
2026-06-08,Dental Clinic Visit,Medical,1153.0,Expense
2025-11-23,Electronics Store,Shopping,11221.0,Expense
2026-04-15,Gas Station,Transportation,1783.0,Expense
2026-05-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-02-25,Health Checkup Package,Medical,5260.0,Expense
2026-02-23,Fine Dining,Food,1928.27,Expense
2025-06-20,Local Grocery Store,Food,2331.06,Expense
2026-05-10,Local Grocery Store,Food,2127.1,Expense
2024-12-17,Fine Dining,Food,4425.52,Expense
2025-06-08,Concert Ticket,Entertainment,2335.0,Expense
2025-07-14,UberEats Delivery,Food,826.57,Expense
2025-12-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-06-01,Salary Credit,Income,60000.0,Income
2025-06-01,Spotify Family Plan,Entertainment,179.0,Expense
2026-06-25,Investment Yield,Income,2041.0,Income
2026-05-17,Concert Ticket,Entertainment,2117.0,Expense
2025-09-01,Uber Ride,Transportation,248.0,Expense
2025-06-07,Car Service,Transportation,7683.0,Expense
2025-12-19,UberEats Delivery,Food,1081.27,Expense
2025-04-28,Starbucks Coffee,Food,395.01,Expense
2025-06-29,Car Service,Transportation,5475.0,Expense
2025-05-05,Local Grocery Store,Food,2148.9,Expense
2026-02-07,Amazon Purchase,Shopping,3169.0,Expense
2026-03-20,Nike Shoes,Shopping,3229.0,Expense
2025-04-09,Starbucks Coffee,Food,307.86,Expense
2026-01-14,Fine Dining,Food,2483.06,Expense
2025-04-18,Starbucks Coffee,Food,214.08,Expense
2026-03-27,Spotify Premium,Entertainment,119.0,Expense
2025-08-03,Electronics Store,Shopping,16904.0,Expense
2026-05-19,UberEats Delivery,Food,1340.87,Expense
2025-03-20,McDonald's Meal,Food,617.55,Expense
2024-08-24,UberEats Delivery,Food,806.85,Expense
2025-12-24,Gas Station,Transportation,2380.0,Expense
2025-05-07,Electricity Bill,Utilities,2980.0,Expense
2026-05-01,McDonald's Meal,Food,445.89,Expense
2025-08-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-10-06,Fine Dining,Food,2924.56,Expense
2025-10-26,Metro Card Topup,Transportation,376.0,Expense
2026-01-01,Netflix Premium,Entertainment,649.0,Expense
2024-10-28,Local Grocery Store,Food,2227.16,Expense
2025-01-31,UberEats Delivery,Food,1216.23,Expense
2025-09-01,Starbucks Coffee,Food,203.41,Expense
2025-10-12,Fine Dining,Food,1767.02,Expense
2025-02-01,Netflix Premium,Entertainment,649.0,Expense
2025-08-16,UberEats Delivery,Food,546.56,Expense
2026-05-11,Spotify Premium,Entertainment,119.0,Expense
2026-04-20,Local Grocery Store,Food,1882.17,Expense
2025-12-29,UberEats Delivery,Food,1004.31,Expense
2025-06-05,Car Service,Transportation,3253.0,Expense
2025-05-24,Metro Card Topup,Transportation,577.0,Expense
2025-11-28,Zara Clothing,Shopping,5455.0,Expense
2025-07-23,Zara Clothing,Shopping,2596.0,Expense
2025-07-01,Salary Credit,Income,60000.0,Income
2024-08-27,McDonald's Meal,Food,494.73,Expense
2025-09-07,Car Service,Transportation,5710.0,Expense
2025-02-04,Local Grocery Store,Food,1266.29,Expense
2025-03-30,Local Grocery Store,Food,1878.43,Expense
2026-01-20,Concert Ticket,Entertainment,4075.0,Expense
2026-01-13,Fine Dining,Food,3035.78,Expense
2025-11-12,Starbucks Coffee,Food,351.71,Expense
2025-08-27,Car Service,Transportation,6987.0,Expense
2024-10-25,Gas Station,Transportation,3482.0,Expense
2024-09-19,UberEats Delivery,Food,1123.16,Expense
2026-01-10,Local Grocery Store,Food,1393.32,Expense
2024-07-23,Gas Station,Transportation,2598.0,Expense
2025-12-21,Concert Ticket,Entertainment,5674.0,Expense
2024-11-10,Local Grocery Store,Food,3619.58,Expense
2025-01-22,Fine Dining,Food,2236.4,Expense
2024-12-01,Electronics Store,Shopping,10406.5,Expense
2025-02-12,Fine Dining,Food,2516.68,Expense
2025-01-30,Local Grocery Store,Food,1753.53,Expense
2025-05-12,Local Grocery Store,Food,1800.45,Expense
2026-03-05,Metro Card Topup,Transportation,546.0,Expense
2026-01-29,Uber Ride,Transportation,102.0,Expense
2025-06-08,Amazon Purchase,Shopping,710.0,Expense
2026-03-01,UberEats Delivery,Food,1285.8,Expense
2025-04-05,Uber Ride,Transportation,324.0,Expense
2024-08-06,Starbucks Coffee,Food,227.67,Expense
2024-07-07,Metro Card Topup,Transportation,307.0,Expense
2026-03-17,Uber Ride,Transportation,296.0,Expense
2026-01-16,Amazon Purchase,Shopping,4462.0,Expense
2025-03-24,Uber Ride,Transportation,463.0,Expense
2025-01-23,Uber Ride,Transportation,493.0,Expense
2024-10-17,UberEats Delivery,Food,591.85,Expense
2025-08-14,Amazon Purchase,Shopping,707.0,Expense
2024-11-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-09-09,Mobile Phone Bill,Utilities,593.0,Expense
2026-01-23,Metro Card Topup,Transportation,489.0,Expense
2025-10-19,Concert Ticket,Entertainment,3612.0,Expense
2024-12-27,Fine Dining,Food,4276.72,Expense
2025-07-19,Steam Game Purchase,Entertainment,1709.0,Expense
2024-12-04,Gas Station,Transportation,2623.0,Expense
2025-12-20,Concert Ticket,Entertainment,5599.0,Expense
2026-05-06,Car Service,Transportation,5371.0,Expense
2025-03-03,Local Grocery Store,Food,1327.63,Expense
2025-06-04,Taxi Service,Transportation,invalid_amt,Expense
2025-09-13,Electronics Store,Shopping,21420.0,Expense
2024-11-26,UberEats Delivery,Food,614.12,Expense
2025-12-11,Steam Game Purchase,Entertainment,1824.0,Expense
2024-10-25,Electronics Store,Shopping,8003.0,Expense
2024-10-01,Gas Station,Transportation,3269.0,Expense
2025-07-27,Gas Station,Transportation,2489.0,Expense
2025-02-01,Cinema Movie Ticket,Entertainment,331.0,Expense
2025-07-10,McDonald's Meal,Food,538.42,Expense
2026-02-18,Gas Station,Transportation,2815.0,Expense
2025-05-01,Netflix Premium,Entertainment,649.0,Expense
2025-12-25,Fine Dining,Food,4093.18,Expense
2025-12-28,Fine Dining,Food,2725.48,Expense
2026-02-04,Car Service,Transportation,3796.0,Expense
2024-10-27,Gas Station,Transportation,1766.0,Expense
2024-07-20,Uber Ride,Transportation,217.0,Expense
2025-08-23,McDonald's Meal,Food,560.32,Expense
2025-04-05,Fiber Internet Bill,Utilities,802.0,Expense
2025-05-11,Gas Station,Transportation,2420.0,Expense
2024-08-22,Fine Dining,Food,3521.23,Expense
2025-11-01,Salary Credit,Income,60000.0,Income
2025-05-09,Mobile Phone Bill,Utilities,560.0,Expense
2025-08-23,Gas Station,Transportation,2351.0,Expense
2024-11-15,UberEats Delivery,Food,432.85,Expense
2024-07-06,McDonald's Meal,Food,398.41,Expense
2024-12-15,UberEats Delivery,Food,458.2,Expense
2025-05-15,Metro Card Topup,Transportation,238.0,Expense
2025-01-28,McDonald's Meal,Food,515.42,Expense
2026-05-19,Cinema Movie Ticket,Entertainment,540.0,Expense
2024-10-04,Car Service,Transportation,6123.0,Expense
2025-09-28,Amazon Purchase,Shopping,3985.0,Expense
2024-07-12,UberEats Delivery,Food,494.11,Expense
2025-06-07,Pharmacy Medicines,Medical,803.0,Expense
2026-03-02,UberEats Delivery,Food,998.0,Expense
2025-09-22,McDonald's Meal,Food,561.32,Expense
2026-05-02,Concert Ticket,Entertainment,3628.0,Expense
2025-05-05,Fiber Internet Bill,Utilities,982.0,Expense
2026-06-23,Starbucks Coffee,Food,311.2,Expense
2025-07-09,Mobile Phone Bill,Utilities,483.0,Expense
2025-11-26,Gas Station,Transportation,2842.0,Expense
2024-10-19,McDonald's Meal,Food,609.47,Expense
2025-12-02,UberEats Delivery,Food,949.5,Expense
2025-07-08,Gas Station,Transportation,2201.0,Expense
2025-04-09,Mobile Phone Bill,Utilities,434.0,Expense
2026-01-27,Starbucks Coffee,Food,421.54,Expense
2025-03-13,Car Service,Transportation,5721.0,Expense
2025-10-03,McDonald's Meal,Food,329.39,Expense
2025-08-02,Local Grocery Store,Food,3549.73,Expense
2024-11-19,UberEats Delivery,Food,1076.31,Expense
2024-07-13,UberEats Delivery,Food,791.95,Expense
2026-06-08,Amazon Purchase,Shopping,7618.0,Expense
2025-03-05,Electronics Store,Shopping,12606.0,Expense
2026-03-21,Fine Dining,Food,3812.77,Expense
2024-11-28,UberEats Delivery,Food,658.7,Expense
2025-11-25,Fine Dining,Food,4562.29,Expense
2026-04-04,Car Service,Transportation,4458.0,Expense
2025-01-26,Concert Ticket,Entertainment,5238.0,Expense
2025-09-07,Zara Clothing,Shopping,2019.0,Expense
2024-12-30,Zara Clothing,Shopping,4888.0,Expense
2025-08-18,Metro Card Topup,Transportation,303.0,Expense
2026-06-06,Cinema Movie Ticket,Entertainment,314.0,Expense
2024-09-15,Amazon Purchase,Shopping,1742.0,Expense
2025-10-12,Electronics Store,Shopping,12221.0,Expense
2026-02-13,Cinema Movie Ticket,Entertainment,613.0,Expense
2024-08-19,Starbucks Coffee,Food,370.7,Expense
2024-12-24,Car Service,Transportation,7306.0,Expense
2026-04-18,Fine Dining,Food,4854.65,Expense
2025-03-09,Starbucks Coffee,Food,228.19,Expense
2024-09-08,UberEats Delivery,Food,912.76,Expense
2026-01-04,Amazon Purchase,Shopping,1972.0,Expense
2026-02-09,Mobile Phone Bill,Utilities,580.0,Expense
2026-02-20,UberEats Delivery,Food,1144.42,Expense
2026-05-18,McDonald's Meal,Food,417.59,Expense
2025-10-04,Spotify Premium,Entertainment,119.0,Expense
2026-02-15,Car Service,Transportation,5606.0,Expense
